title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"Grand Piano",movie,"Drama, Music, Mystery",2013,tt2039345,5.9,20001,
"The Danger of Love: The Carolyn Warmus Story",movie,Thriller,1992,tt0104050,4.9,216,
"The Wedding Diary",movie,Comedy,2012,tt2473804,6.5,90,
"Two Days, One Night",movie,Drama,2014,tt2737050,7.3,51276,
"Lion's Heart",movie,"Comedy, Drama, Romance",2013,tt2948472,6.6,3091,
"About Last Night",movie,"Comedy, Romance",2014,tt1826590,6,25494,
"The Fence",movie,"Documentary, Short",2010,tt1745844,6.9,290,
"No Contract, No Cookies: The Stella D'Oro Strike",movie,"Documentary, Short",2010,tt1981035,5.9,79,
"Dead Silence",movie,"Action, Crime, Drama",1997,tt0118942,6,1517,
"King Stays King: Sold Out at Madison Square Garden",movie,,2012,,,,
Beast,movie,Short,2011,tt1911555,7,332,
Non-Stop,movie,"Action, Mystery, Thriller",2014,tt2024469,6.9,281482,
"Playing Dead",movie,"Comedy, Crime, Mystery",2013,tt2795848,5.9,1017,
"Sex Tape",movie,"Comedy, Romance",2014,tt1956620,5.1,120416,
Tammy,movie,"Comedy, Romance",2014,tt2103254,4.9,55888,
"The Mysterious Boy",movie,"Adventure, Family, Mystery",2013,tt2776882,6.3,412,
"Golden Oldies 2",movie,Comedy,2013,tt3158456,4.1,118,
"The Giver",movie,"Drama, Romance, Sci-Fi",2014,tt0435651,6.4,127998,
"Horrible Bosses 2",movie,"Comedy, Crime",2014,tt2170439,6.3,188878,
"Barbie & Her Sisters in a Pony Tale",movie,"Animation, Family",2013,tt3321254,6.1,1532,
Unbroken,movie,"Biography, Drama, Sport",2014,tt1809398,7.2,189861,
"Project Almanac",movie,"Drama, Mystery, Sci-Fi",2015,tt2436386,6.4,85846,
"Dolphin Tale 2",movie,"Drama, Family",2014,tt2978462,6.4,10007,
"The Nut Job",movie,"Adventure, Animation, Comedy",2014,tt1821658,5.7,31115,
Fury,movie,"Action, Drama, War",2014,tt2713180,7.6,573508,
"Eu Não Faço a Menor Ideia do Que Eu Tô Fazendo Com a Minha Vida",movie,"Comedy, Drama",2012,tt3329956,5.5,477,
"The Interview",movie,"Action, Adventure, Comedy",2014,tt2788710,6.5,365374,
"Justin Bieber's Believe",movie,"Documentary, Music",2013,tt3165608,1.6,17957,
"El espiritu de la salsa",movie,Documentary,2010,tt1649320,6,54,
"Sarah Silverman: We Are Miracles",movie,Comedy,2013,tt2883224,6.6,1674,
"Night Owls",movie,Drama,2008,tt1303215,6.1,188,
"Funeralii fericite",movie,Comedy,2013,tt2851296,7.1,558,
Blended,movie,"Comedy, Romance",2014,tt1086772,6.5,150809,
"When the Game Stands Tall",movie,"Biography, Drama, Family",2014,tt2247476,6.6,17214,
"Marine Raiders",movie,"Drama, War",1944,tt0037048,5.8,417,
"We Stand Alone Together",movie,Documentary,2001,tt0302022,8.6,2770,
Addicted,movie,"Drama, Romance, Thriller",2014,tt2205401,5,12699,
"A Lost Lady",movie,"Drama, Romance",1934,tt0025422,6,568,
"Broken Hill Blues",movie,Drama,2013,tt2172085,4.5,333,
"Spanish Affair",movie,"Comedy, Romance",2014,tt2955316,6.5,19056,
"The Sweetest Gift",movie,"Drama, Family",1998,tt0145506,6.4,201,
"Stagecoach Kid",movie,Western,1949,tt0041915,6,246,
"Dark Light: The Art of Blind Photographers",movie,"Biography, Documentary, Short",2009,tt1524119,7.1,97,
"Six by Sondheim",movie,"Biography, Documentary, History",2013,tt3385404,7.9,1134,
"Triangle: Remembering the Fire",movie,"Documentary, Short",2011,tt1866282,7.8,191,
"The Purge: Anarchy",movie,"Action, Horror, Sci-Fi",2014,tt2975578,6.4,167321,
"Taxi! Taxi!",movie,"Comedy, Drama",2013,tt2614006,6.1,93,
"St. Vincent",movie,"Comedy, Drama",2014,tt2170593,7.2,110562,
"This Is Where I Leave You",movie,"Comedy, Drama",2014,tt1371150,6.6,91606,
Cesta,movie,Documentary,2004,tt2355192,6.5,32,
"Best in Bed",movie,Comedy,2014,tt2545186,4.6,696,
Zoufalci,movie,"Comedy, Drama",2009,tt1425634,6,140,
"When I Knew",movie,Documentary,2008,tt1251763,6.4,135,
"A Most Violent Year",movie,"Crime, Drama, Thriller",2014,tt2937898,6.9,79664,
Regression,movie,"Crime, Drama, Mystery",2015,tt3319920,5.6,43525,
"Run All Night",movie,"Action, Crime, Thriller",2015,tt2199571,6.6,117667,
"The Babadook",movie,"Drama, Horror, Mystery",2014,tt2321549,6.8,259155,
"The Attorney",movie,"Crime, Drama, History",2013,tt3404140,7.7,8066,
Ouija,movie,"Horror, Mystery, Thriller",2014,tt1204977,4.5,59787,
"Batman: Assault on Arkham",movie,"Action, Adventure, Animation",2014,tt3139086,7.4,38712,
"The Adulteen",movie,Comedy,2013,tt2947742,5,708,
"Loving Couples",movie,Comedy,1980,tt0081080,5.1,569,
"When Marnie Was There",movie,"Animation, Drama, Family",2014,tt3398268,7.6,51211,
"Beauty and the Bandit",movie,Western,1946,tt0038340,5.9,174,
"A Family Is a Family Is a Family: A Rosie O'Donnell Celebration",movie,"Documentary, Drama, Family",2010,tt1583950,5.8,129,
Poltergeist,movie,"Horror, Thriller",2015,tt1029360,4.9,62988,
"The Marathon",movie,"Comedy, Short",1919,tt0010435,6.1,501,
"Hot Tub Time Machine 2",movie,"Comedy, Mystery, Sci-Fi",2015,tt2637294,5,42894,
"Mr. Turner",movie,"Biography, Drama, History",2014,tt2473794,6.8,27877,
"Midnight Special",movie,"Drama, Mystery, Sci-Fi",2016,tt2649554,6.6,85362,
"Yves Saint Laurent",movie,"Biography, Drama",2014,tt2707858,6.2,13391,
"The King's Daughter",movie,"Action, Adventure, Family",2022,tt2328678,5.2,6683,
"Scooby-Doo! Haunted Holidays",movie,"Adventure, Animation, Comedy",2012,tt3328510,6.7,1011,
"Cicero March",movie,"Documentary, Short",1966,tt3411590,6.3,179,
Entertainment,movie,Drama,2015,tt3343784,5.7,3325,
Tusk,movie,"Comedy, Horror",2014,tt3099498,5.4,67691,
"X-Men: Apocalypse",movie,"Action, Adventure, Sci-Fi",2016,tt3385516,6.8,476748,
"Whitey: United States of America v. James J. Bulger",movie,"Biography, Crime, Documentary",2014,tt3326366,6.7,3212,
"El nino",movie,"Action, Adventure, Crime",2014,tt2093990,6.4,6669,
"Stream of Love",movie,"Documentary, Romance",2013,tt2971994,8,887,
"Le crocodile du Botswanga",movie,Comedy,2014,tt2969776,5.2,1701,
"Crisis Hotline: Veterans Press 1",movie,"Documentary, Short",2013,tt3449252,7.5,685,
"Fellow Traveller",movie,Drama,1990,tt0097346,5.4,205,
"Mandrake: The Movie",movie,"Crime, Drama",2013,tt3953274,6.9,38,
"D.L. Hughley: Goin' Home",movie,"Comedy, Documentary",1999,tt0233511,7,128,
"Jason Kuller: Good-bye Yellow Brick Joke",movie,"Comedy, Documentary",1999,tt2184213,6.3,38,
"Tracey Ullman in the Trailer Tales",movie,Comedy,2003,tt0358086,6.6,146,
"Shot Heard 'Round the World",movie,"Documentary, History, Sport",2001,tt0290069,7.4,118,
"Trophy Kids",movie,Documentary,2013,tt3231100,7.1,1656,
"Americans in Bed",movie,Documentary,2013,tt6690860,5.8,170,
"An Apology to Elephants",movie,"Documentary, Drama, History",2013,tt2836524,8,624,
"Diagnosis Bipolar: Five Families Search for Answers",movie,Documentary,2009,tt9278508,5.8,116,
"Habla Women",movie,Documentary,2013,tt2816204,7.1,46,
"I Can Be President: A Kid's-Eye View",movie,"Documentary, Family",2011,tt1981641,5.5,23,
"Mann V. Ford",movie,Documentary,2010,tt1498566,7,209,
"Mob Stories",movie,"Crime, Documentary, TV Movie",1993,tt0259438,7.1,126,
"Positively Naked",movie,"Documentary, Short",2005,tt0469957,6.4,242,
"Questioning Darwin",movie,Documentary,2014,tt3528874,5.4,747,
"Studs Terkel: Listening to America",movie,Documentary,2009,tt1660413,6.9,58,
"Toxic Hot Seat",movie,Documentary,2013,tt3212404,7.5,176,
"God's Not Dead",movie,"Drama, Romance",2014,tt2528814,4.6,45970,
"The Quiet Roar",movie,Drama,2014,tt2835536,5.3,230,
"David McCullough: Painting with Words",movie,Documentary,2008,tt1210345,7.4,172,
"Don't Divorce Me! Kids' Rules for Parents on Divorce",movie,"Documentary, Drama, History",2012,tt2382018,6.8,46,
"Plastic Disasters",movie,Documentary,2006,tt0818511,6,356,
"Top Ten Monks",movie,"Documentary, Music, Short",2010,tt1788466,6.7,78,
"Exchange Student Zero",movie,"Action, Animation, Family",2012,tt3093986,6,50,
Annabelle,movie,"Horror, Mystery, Thriller",2014,tt3322940,5.5,182670,
"The Case Against 8",movie,"Biography, Documentary, News",2014,tt2107850,7.4,1180,
"Love Child",movie,"Crime, Documentary, News",2014,tt3469420,5.6,341,
"Son of Batman",movie,"Action, Adventure, Animation",2014,tt3139072,6.7,32382,
"JLA Adventures: Trapped in Time",movie,"Action, Animation, Sci-Fi",2014,tt3468260,5.7,4534,
Pressure,movie,"Drama, Thriller",2015,tt3029476,5.6,6272,
"The Kingdom of Dreams and Madness",movie,Documentary,2013,tt3204392,7.7,5814,
"While We're Young",movie,"Comedy, Drama, Mystery",2014,tt1791682,6.3,54669,
"Moms' Night Out",movie,Comedy,2014,tt3014666,5.3,14678,
"The Pierre Woodman Story",movie,Documentary,2009,tt1554918,6.1,239,
"Little Rock Central: 50 Years Later",movie,Documentary,2007,tt1199641,7.6,87,
"Rock the Kasbah",movie,"Comedy, Music, War",2015,tt3164256,5.5,12973,
"Smart Ass",movie,"Comedy, Drama",2014,tt2536428,5.8,1553,
"Golden Chickensss",movie,"Comedy, Drama",2014,tt3451660,5.6,528,
"San Andreas",movie,"Action, Adventure, Thriller",2015,tt2126355,6.1,265554,
"The Lobster",movie,"Drama, Romance, Sci-Fi",2015,tt3464902,7.1,316387,
"Pitch Perfect 2",movie,"Comedy, Music",2015,tt2848292,6.4,174222,
"Arabian Nights: Volume 1 - The Restless One",movie,Drama,2015,tt3284178,6.9,2516,
"The November Man",movie,"Action, Adventure, Crime",2014,tt2402157,6.3,71750,
"The Forger",movie,"Crime, Drama, Thriller",2014,tt2376218,5.8,13654,
"Barbie: The Pearl Princess",movie,"Animation, Family",2014,tt3504064,6.2,2112,
"Klondike Fever",movie,Adventure,1979,tt0081004,5.5,254,
"Curious George: A Halloween Boo Fest",movie,"Adventure, Animation, Comedy",2013,tt3124292,6.9,571,
Colette,movie,"Biography, Drama, History",2013,tt2679576,6.2,643,
Tüskevár,movie,"Adventure, Drama, Family",2012,tt2324890,4.6,317,
"Trespass Against Us",movie,"Action, Crime, Drama",2016,tt3305308,5.8,9405,
Hors-jeu,movie,"Animation, Short, Sport",1977,tt0857379,6.4,117,
Focus,movie,"Comedy, Crime, Drama",2015,tt2381941,6.6,284980,
Whisper,movie,Romance,1996,tt0117600,6.2,323,
"Quantum Love",movie,"Drama, Romance",2014,tt2760634,6.2,3729,
"Paul Blart: Mall Cop 2",movie,"Action, Comedy, Crime",2015,tt3450650,4.4,42537,
"Get Hard",movie,"Comedy, Crime, Drama",2015,tt2561572,6,150327,
"The Intern",movie,"Comedy, Drama",2015,tt2361509,7.1,290570,
Goosebumps,movie,"Adventure, Comedy, Fantasy",2015,tt1051904,6.3,98372,
"Tulip Fever",movie,"Drama, History, Romance",2017,tt0491203,6.2,23624,
"Dioses y perros",movie,Drama,2014,tt3185924,5.9,404,AD
"A Monster Calls",movie,"Adventure, Drama, Family",2016,tt3416532,7.4,96128,
"Ironclad: Battle for Blood",movie,"Action, Adventure, Drama",2014,tt2404583,4.3,3101,
"A Match Made in Heaven",movie,"Drama, Romance",1997,tt0119631,5.6,323,
"The Legend of Tarzan",movie,"Action, Adventure, Drama",2016,tt0918940,6.2,192705,
"Scooby-Doo! WrestleMania Mystery",movie,"Animation, Comedy, Family",2014,tt2337576,6.2,4174,
"Fantastic Beasts and Where to Find Them",movie,"Adventure, Family, Fantasy",2016,tt3183660,7.2,522576,
Vis-à-vis,movie,"Comedy, Drama",2013,tt3114218,7.1,572,
"How to Be Single",movie,"Comedy, Drama, Romance",2016,tt1292566,6.1,96628,
Daddy,movie,Thriller,2011,tt1980053,5.7,238,
"Paycheck to Paycheck: The Life and Times of Katrina Gilbert",movie,Documentary,2014,tt3881494,7.3,213,
"The Grim Sleeper",movie,"Biography, Drama, Thriller",2014,tt1784664,5.4,664,
"An Argentinian in New York",movie,"Comedy, Music",1998,tt0158470,4.7,898,
"Life Partners",movie,"Comedy, Drama, Romance",2014,tt2870808,6.2,9406,
Flowers,movie,Drama,2014,tt3900206,6.7,3251,
"Taken 3",movie,"Action, Thriller",2014,tt2446042,6,209376,
"Sleep, Baby, Sleep",movie,"Drama, Thriller",1995,tt0114471,5.7,309,
Cantinflas,movie,"Biography, Comedy, Drama",2014,tt3005242,6.6,4259,
"Maya the Bee Movie",movie,"Adventure, Animation, Comedy",2014,tt3336368,5.9,2379,
"David Brenner: Back with a Vengeance!",movie,"Comedy, Documentary",2000,tt0252362,6.7,84,
"Larry David: Curb Your Enthusiasm",movie,Comedy,1999,tt0218388,8.2,6301,
Wall,movie,"Drama, Short",2014,tt3066462,6.2,45,
Babysitting,movie,Comedy,2014,tt3013602,6.7,12634,
"Story of a Godfather",movie,"Crime, Drama, Thriller",2013,tt2950616,6.8,399,
"Balls Out",movie,"Comedy, Sport",2014,tt2937254,4.3,1685,
Imparables,movie,"Documentary, Family, Sport",2014,tt2456834,,,
"You're Killing Me Susana",movie,"Comedy, Drama, Romance",2016,tt2538222,6.4,2462,
Room,movie,"Drama, Thriller",2015,tt3170832,8.1,465191,
"Lego Hero Factory: Savage Planet",movie,"Action, Adventure, Animation",2011,tt2234550,5.8,237,
"Ex Machina",movie,"Drama, Sci-Fi, Thriller",2014,tt0470752,7.7,613679,
"Regarding Susan Sontag",movie,"Biography, Documentary",2014,tt3576072,6.8,830,
"Magic Mike XXL",movie,"Comedy, Drama, Music",2015,tt2268016,5.6,62469,
"Force Majeure",movie,"Comedy, Drama",2014,tt2121382,7.2,70086,
"Wild Tales",movie,"Comedy, Drama, Thriller",2014,tt3011894,8.1,226363,
"Wild Card",movie,"Action, Crime, Drama",2015,tt2231253,5.6,62015,
"One Last Hug: Three Days at Grief Camp",movie,"Documentary, Family, Short",2014,tt3170348,7.2,135,
"Billy Crystal: 700 Sundays",movie,"Biography, Comedy, Drama",2014,tt3383040,8.3,1329,
Sisters,movie,Comedy,2015,tt1850457,6,71271,
Pan,movie,"Adventure, Comedy, Family",2015,tt3332064,5.7,68230,
"Darker Than Night",movie,Horror,2014,tt3450116,4.3,1039,
"American Revolution 2",movie,Documentary,1969,tt0477558,6.8,143,
"Code Name: Wolverine",movie,Thriller,1996,tt0115138,4.4,430,
"In the Courtyard",movie,"Comedy, Drama",2014,tt2593224,6.3,1469,
"The BFG",movie,"Adventure, Family, Fantasy",2016,tt3691740,6.3,96068,
"White God",movie,"Adventure, Drama, Thriller",2014,tt2844798,6.8,17387,
"Stem Cell Universe with Stephen Hawking",movie,Documentary,2014,tt3504040,7.8,136,
"To See the Sea",movie,"Comedy, Drama, Family",2014,tt3041932,6.8,342,
"Pacific Rim: Uprising",movie,"Action, Adventure, Sci-Fi",2018,tt2557478,5.6,132022,
Samba,movie,"Comedy, Drama, Romance",2014,tt3399024,6.7,17611,
"Curious George Swings Into Spring",movie,"Adventure, Animation, Family",2013,tt2776304,6.4,275,
"It Follows",movie,"Horror, Mystery, Thriller",2014,tt3235888,6.8,284923,
Skiptrace,movie,"Action, Adventure, Comedy",2016,tt2238032,5.6,23041,
"In the Name of My Daughter",movie,"Crime, Drama",2014,tt2929890,6.1,1936,
"Penguins of Madagascar",movie,"Action, Adventure, Animation",2014,tt1911658,6.6,107902,
Landscape,movie,Drama,2000,tt0237386,7.4,353,
"Vsetko co mam rad",movie,Drama,1993,tt0105775,6.9,242,
Trainwreck,movie,"Comedy, Drama, Romance",2015,tt3152624,6.2,144865,
"Sea Fog",movie,"Drama, Thriller",2014,tt3303728,6.8,4044,
Max,movie,"Adventure, Drama, Family",2015,tt3369806,6.6,28952,
"The Hateful Eight",movie,"Crime, Drama, Mystery",2015,tt3460252,7.8,686526,
"Scouts Guide to the Zombie Apocalypse",movie,"Action, Comedy, Horror",2015,tt1727776,6.3,57721,
"The Young Kieslowski",movie,"Comedy, Drama, Romance",2014,tt2912120,6.4,936,
"Heidi Fleiss: The Would-Be Madam of Crystal",movie,Documentary,2008,tt0495208,5.1,244,
"The Woman Who Loved Elvis",movie,Drama,1993,tt0108587,4.6,208,
Joy,movie,"Biography, Drama",2015,tt2446980,6.6,148887,
"The Last Witch Hunter",movie,"Action, Adventure, Fantasy",2015,tt1618442,5.9,112488,
Geostorm,movie,"Action, Sci-Fi, Thriller",2017,tt1981128,5.3,124996,
"King Arthur: Legend of the Sword",movie,"Action, Adventure, Drama",2017,tt1972591,6.7,239326,
"The Lego Ninjago Movie",movie,"Action, Adventure, Animation",2017,tt3014284,6.1,31573,
Passengers,movie,"Drama, Romance, Sci-Fi",2016,tt1355644,7,470648,
"White Gate",movie,Drama,2014,tt3784566,6.7,274,
"Remembering the Artist: Robert De Niro, Sr.",movie,"Documentary, Short",2014,tt3469674,6.5,332,
"Bitter Creek",movie,Western,1954,tt0046782,6.1,138,
"Ricki and the Flash",movie,"Comedy, Drama, Music",2015,tt3623726,6,25369,
"The Club",movie,Documentary,2014,tt2328773,6.2,177,
"George Stevens: D-Day to Berlin",movie,"Biography, Documentary, War",1994,tt0162344,7.9,484,
"Ordeal in the Arctic",movie,Drama,1993,tt0107754,5.6,301,
"The Admiral",movie,"Action, Biography, Drama",2015,tt2544766,7,10657,
"I Have Tourette's But Tourette's Doesn't Have Me",movie,"Documentary, Family",2005,tt0756661,7.5,155,
"Playing It Cool",movie,"Comedy, Romance",2014,tt2139555,5.9,31010,
Nightingale,movie,"Crime, Drama",2014,tt3042800,6.4,2095,
"The Iceman and the Psychiatrist",movie,"Crime, Documentary",2003,tt0875695,7.7,1447,
"Santana Corazon: Live from Mexico: Live It to Believe It",movie,Music,2014,tt4195232,8.1,39,
"Bamse and the Thief City",movie,"Adventure, Animation, Comedy",2014,tt3129656,6.1,808,
"Mechanic: Resurrection",movie,"Action, Adventure, Thriller",2016,tt3522806,5.7,97558,
"Whiskey Tango Foxtrot",movie,"Biography, Comedy, Drama",2016,tt3553442,6.6,58030,
"The Remaining",movie,"Drama, Fantasy, Horror",2014,tt2714380,4.3,9302,
"Insidious: Chapter 3",movie,"Horror, Mystery, Thriller",2015,tt3195644,6.1,122995,
"The Lego Movie 2: The Second Part",movie,"Adventure, Animation, Comedy",2019,tt3513498,6.5,80368,
"Mr. Holmes",movie,"Crime, Drama, Family",2015,tt3168230,6.8,69172,
"Concrete Pharaohs",movie,"Documentary, News",2010,tt1806810,7.8,54,
"Zero Percent",movie,"Documentary, Drama",2011,tt1797550,7.5,91,
"The Mummy",movie,"Action, Adventure, Fantasy",2017,tt2345759,5.4,213123,
"Fair Play",movie,"Drama, Sport",2014,tt2199448,6.8,1149,
"Kino Caravan",movie,Drama,2009,tt1519468,6.8,279,
"The Secret Scripture",movie,"Drama, Romance",2016,tt3344694,6.7,9101,
Galveston,movie,"Action, Crime, Drama",2018,tt2315596,6.2,16699,
"Still Alice",movie,Drama,2014,tt3316960,7.5,146700,
"Johnny Bravo Goes to Bollywood",movie,"Animation, Comedy, Family",2011,tt2244937,5.9,259,
"The Gambler",movie,"Crime, Drama, Thriller",2014,tt2039393,6,75405,
"Scooby-Doo! Spooky Games",movie,"Animation, Mystery, Short",2012,tt3682184,6.6,485,
"Scooby-Doo! Frankencreepy",movie,"Adventure, Animation, Comedy",2014,tt3919322,6.6,2768,
"Three Brothers",movie,"Comedy, Family, Fantasy",2014,tt3060244,5.6,560,
"Nixon by Nixon: In His Own Words",movie,Documentary,2014,tt3889036,7.4,622,
"Barbie and the Secret Door",movie,"Animation, Family",2014,tt3921852,5.7,2147,
"The Walk",movie,"Adventure, Biography, Drama",2015,tt3488710,7.3,138137,
"Doraemon: New Nobita's Great Demon-Peko and the Exploration Party of Five",movie,"Action, Adventure, Animation",2014,tt3949650,6.9,1420,
"12 Lotus",movie,Drama,2008,tt1206572,5.8,120,
"The Martian",movie,"Adventure, Drama, Sci-Fi",2015,tt3659388,8,961237,
"The Right Juice",movie,"Comedy, Drama, Romance",2014,tt2288160,5.9,223,
"Scooby-Doo! and the Spooky Scarecrow",movie,"Animation, Family, Mystery",2013,tt3328418,6.9,980,
"Virados do Avesso",movie,"Comedy, Romance",2014,tt3889118,4.1,512,
"The Powerpuff Girls: Dance Pantsed",movie,"Action, Animation, Comedy",2014,tt2732940,5.3,531,
"Tom and Jerry: The Lost Dragon",movie,"Adventure, Animation, Comedy",2014,tt4006794,5.8,1099,
"Katt Williams: Priceless: Afterlife",movie,Comedy,2014,tt3742040,6.4,582,
Maggie,movie,"Drama, Horror, Sci-Fi",2015,tt1881002,5.6,47641,
"The Reaper",movie,Drama,2014,tt3833134,6.1,432,
"One Shot",movie,"Crime, Drama",2013,tt2972044,5.8,175,
"7 Days in Hell",movie,"Comedy, Sport",2015,tt3895884,7.1,21035,
Krampus,movie,"Comedy, Fantasy, Horror",2015,tt3850590,6.2,90093,
Shazam!,movie,"Action, Adventure, Comedy",2019,tt0448115,7,397860,
"5 American Kids - 5 American Handguns",movie,Documentary,1995,tt0112261,6.4,182,
"A Good Job: Stories of the FDNY",movie,Documentary,2014,tt3983732,7.9,436,
Addiction,movie,Documentary,2007,tt1024640,6.3,176,
"Celebrity Habla",movie,Documentary,2009,tt1647445,9.3,11,
"Celebrity Habla 2",movie,Documentary,2010,tt1707377,8.8,14,
"Cow Country",movie,Western,1953,tt0045653,6.2,232,
"In the Basement",movie,Documentary,2014,tt3962828,6.7,3266,
"Team Hot Wheels: The Origin of Awesome!",movie,"Adventure, Animation, Family",2014,tt3823912,5.3,236,
"The Zookeeper's Wife",movie,"Biography, Drama, History",2017,tt1730768,7,48095,
"Massacre River",movie,Western,1949,tt0041643,6,302,
"The Handmaiden",movie,"Drama, Romance, Thriller",2016,tt4016934,8.1,185605,
"The Mountain Between Us",movie,"Drama, Thriller",2017,tt2226597,6.4,85629,
"The Huntsman: Winter's War",movie,"Action, Adventure, Drama",2016,tt2381991,6.1,123076,
"The Sea of Trees",movie,"Drama, Fantasy, Mystery",2015,tt3450900,6.1,18967,
Mistrial,movie,"Action, Drama, Thriller",1996,tt0117061,5.6,1086,
"Mother Goose: A Rappin' and Rhymin' Special",movie,"Animation, Comedy, Music",1997,tt0325842,5.3,169,
"Richard Jewell",movie,"Biography, Crime, Drama",2019,tt3513548,7.5,102118,
